,book_authors,book_desc,book_rating,book_title,genres,tag_1,tag_2,tag_3
29317,Dr. Seuss|Cathy Goldsmith|Janet Schulman|Maria Leach|Molly Leach," From his very first book to his very last book, here in one big volume are 13 classic Dr. Seuss stories, everyone's favorites. All of the words and virtually all of the illustrations are included. Each story is prefaced by a short essay by someone whose life was changed by Dr. Seuss or who is simply an unabashed admirer. Also included are photographs of Dr. Seuss, memorabilia, and original sketches from his books. The stories included are: And to Think That I Saw It on Mulberry Street, Horton Hears a Who!, McElligot's Pool, If I Ran the Zoo, Happy Birthday to You!, Dr. Seuss's Sleep Book, Yertle the Turtle, The Cat in the Hat, How the Grinch Stole Christmas!, Green Eggs and Ham, The Lorax, The Sneetches, and Oh, the Places You'll Go!Theodor Geisel (a.k.a. Dr. Seuss) was born March 2, 1904, and died September 25, 1991.",4.45,Your Favorite Seuss,Classics,Classics,Sequential Art,Historical
29350,George Herbert|Henry L. Carrigan Jr.,"George Herbert, a priest at Salisbury Cathedral in seventeenth-century England, is known as the author of the most famous religious poem in the English language, The Temple. This collection contains a mild modernization of Herbert's complete poems.",4.14,The Temple: The Poetry of George Herbert,Classics,Historical,Classics,Sequential Art
29438,Richard Rodgers|Oscar Hammerstein II,(Piano Solo Selections). 12 selections from the favorite musical. Includes: Climb Ev'ry Mountain * Do-Re-Mi * Edelweiss * Maria * My Favorite Things * Sixteen Going on Seventeen * The Sound of Music * and more.,4.36,The Sound of Music,Classics,Classics,Romance,Mystery
29448,E.T.A. Hoffmann|Ian Sumter,"The charismatic monk Medardus becomes implicated in a deadly mystery against his will. As he travels towards Rome he wrestles with the enigma of his own identity while pursued by his murderous doppelganger. The monk's only hope for salvation lies with the beautiful Aurelie; but in order to escape the curse which lies over his family, he must evade the sinister powers of the living and the dead. In this lively and disturbing gothic tale, Hoffmann combines elements of the fantastic and the sublime to analyse the seductive ambiguities of art and the deeply divided nature of the human imagination.",3.85,The Devil's Elixirs,Classics,Mystery,Sequential Art,Romance
29452,Harold Bell Wright,"""Decidedly interesting""--The New York Times""(A) thoroughly good novel""--The Boston GlobeDick Falkner's childhood consisted of poverty and abuse from an alcoholicfather. Recognizing his life for what it was, he ran away from his home, but hecould not run away from all of his problems.Sixteen years later he found himself hungry of body and empty of spirit in asmall Midwestern town. He was determined to make something of himself and tonot be controlled by alcohol.Initially, he finds no help in this so-called Christian town. Eventually, heis taken in by George Udell, a local publisher and a kind-hearted man. GeorgeUdell gives the young man a job, and something more important: spiritualsupport. Through hard work and Christian morals, the man who becomes known as""that printer of Udell's"" rises above his past to a new life withGod, inspiring those around him along the way.As in Wright's The Shepherd of the Hills and The Callingof Dan Matthews, both also published by Pelican, good deeds and astrong belief in God form the basis for a happy life, no matter what the past.",4.21,That Printer of Udell's,Classics,Fiction,Mystery,Classics
29465,E.E. Cummings,"E.E. Cummings is without question one of the major poets of this century, and this volume, first published in 1959, is indispensable for every lover of modern lyrical verse. It contains one hundred of Cummings’s wittiest and most profound poems, harvested from thirty-five of the most radically creative years in contemporary American poetry. These poems exhibit all the extraordinary lyricism, playfulness, technical ingenuity, and compassion for which Cummings is famous. They demonstrate beautifully his extrapolations from traditional poetic structures and his departures from them, as well as the unique synthesis of lavish imagery and acute artistic precision that has won him the adulation and respect of critics and poetry lovers everywhere.",4.32,100 Selected Poems,Classics,Classics,Historical,Sequential Art
29469,Leo Tolstoy|Aylmer Maude|Louise Maude|John Bayley,"Of all Russian writers Leo Tolstoy is probably the best known to the Western world, largely because of  War and Peace, his epic in prose, and  Anna Karenina, one of the most splendid novels in any language. But during his long lifetime Tolstoy also wrote enough shorter works to fill many volumes. Here reprinted in one volume are his eight finest short novels, together with ""Alyosha the Pot"", the little tale that Prince Mirsky described as ""a masterpiece of rare perfection.""The Death of Ivan IlychThe CossacksFamily HappinessThe DevilThe Kreutzer SonataMaster and ManFather SergiusHaji MuradAlyosha the Pot",4.3,Great Short Works,Classics,Fiction,Sequential Art,Classics
29569,Wilkie Collins|Miguel Martínez-Lage,"'In one moment, every drop of blood in my body was brought to a stop... There, as if it had that moment sprung out of the earth, stood the figure of a solitary Woman, dressed from head to foot in white'The Woman in White famously opens with Walter Hartright's eerie encounter on a moonlit London road. Engaged as a drawing master to the beautiful Laura Fairlie, Walter becomes embroiled in the sinister intrigues of Sir Percival Glyde and his 'charming' friend Count Fosco, who has a taste for white mice, vanilla bonbons, and poison. Pursuing questions of identity and insanity along the paths and corridors of English country houses and the madhouse, The Woman in White is the first and most influential of the Victorian genre that combined Gothic horror with psychological realism.Matthew Sweet's introduction explores the phenomenon of Victorian 'sensation' fiction, and discusses Wilkie Collins's biographical and societal influences. Included in this edition are appendices on theatrical adaptations of the novel and its serialisation history.",3.99,La mujer de blanco,Classics,Fiction,Sequential Art,Classics
29588,Fyodor Dostoyevsky|Michael R Katz,"So essential is Crime and Punishment (1866) to global literature and even to our understanding of roiling Russia today that Edward Snowden, while confined to the Moscow airport, was given only three books to help him absorb the culture, one being Fyodor Dostoevsky’s classic in which Raskolnikov, an impoverished student, sees himself as extraordinary and therefore free to commit crimes—even murder—in a work that best embodies the existential dilemmas of man’s instinctual will to power. Yet English translators have long struggled with excessive literalism, and no translation exists that is truly felicitous to the literary nuances of the original prose. Now, acclaimed translator Michael R. Katz addresses these challenges with new insights into the linguistic richness, the subtle tones, and the cunning humor. With its searing and unique portrayal of the labyrinthine universe of nineteenth-century St. Petersburg, this sparkling rendering of Dostoevsky’s masterpiece will be read for decades to come.",4.2,Crime and Punishment: A New Translation,Classics,Classics,Historical,Fiction
29712,Nathaniel Hawthorne,"Includes the following short stories:  Young Goodman Brown 
   The Birthmark 
   The Minister’s Black Veil 
   The Celestial Railroad 
   Rappaccini’s Daughter 
   The Gray Champion 
   Sunday at Home 
   The Wedding-Knell 
   The Maypole of Merry Mount 
   The Gentle Boy 
   Mr. Higginbotham’s Catastrophe 
   Little Annie’s Ramble 
   Wakefield 
   A Rill from the Town-Pump 
   The Great Carbuncle 
   The Prophetic Pictures 
   David Swan 
   Sights from a Steeple 
   The Hollow of the Three Hills 
   The Toll-Gatherer’s Day 
   The Vision of the Fountain 
   Fancy’s Show-Box 
   Dr. Heidegger’s Experiment 
   Legends of the Province House: Howe’s Masquerade 
   Legends of the Province House: Edward Randolph’s Portrait 
   Legends of the Province House: Lady Eleanore’s Mantle 
   Legends of the Province House: Old Esther Dudley 
   The Haunted Mind 
   The Village Uncle 
   The Ambitious Guest 
   The Sister-Years 
   Snowflakes 
   The Seven Vagabonds 
   The White Old Maid 
   Peter Goldthwaite’s Treasure 
   Chippings with a Chisel 
   The Shaker Bridal 
   Night-Sketches 
   Endicott and the Red Cross 
   The Lily’s Quest 
   Footprints on the Seashore 
   Edward Fane’s Rosebud 
   The Threefold Destiny 
   Mrs. Bullfrog 
   The Procession of Life 
   Feathertop: A Moralized Legend 
   Egotism; Or, the Bosom Serpent 
   Drowne’s Wooden Image 
   Roger Malvin’s Burial 
   The Artist of the Beautiful 
   A Bell’s Biography 
   A Select Party 
   A Virtuoso’s Collection 
   Alice Doane’s Appeal 
   Buds and Bird Voices 
   Circe’s Palace 
   Earth’s Holocaust 
   Ethan Brand 
   Fire Worship 
   John Inglefield’s Thanksgiving 
   Little Daffydowndilly 
   Main Street 
   Monsieur Du Mirior 
   My Kinsman, Major Molineux 
   Old News 
   Old Ticonderoga: A Picture of the Past 
   P.’s Correspondence 
   Passages from a Relinquished Work at Home 
   Sketches from Memory 
   Sylph Etherege 
   The Canterbury Pilgrims 
   The Christmas Banquet 
   The Devil in Manuscript 
   The Dragon’s Teeth 
   The Golden Fleece 
   The Great Stone Face 
   The Hall of Fantasy 
   The Intelligence Office 
   The Man of Adamant 
   The Minotaur 
   The New Adam and Eve 
   The Old Apple Dealer 
   The Old Manse 
   The Pomegranate Seeds 
   The Pygmies 
   The Snow Image: A Childish Miracle 
   The Wayside Introductory 
   The Wives of the Dead 
 ",3.81,The Nathaniel Hawthorne Short Story Collection: 88 Short Stories,Classics,Sequential Art,Fantasy,Historical
